genel_nit_is_tanimi,ilan_baslik,label
otomotiv sektorunde faaliyet gosteren sirketimiz icin sigorta muduru aranmaktadir pozisyon ilgili kisa gorev tanimi uygun adaylarin tasimasi gereken ozellikler asagida almaktadir universitelerin ilgili bolumlerinden mezun otomotiv sektorunde yonetici olarak benzer pozisyonda deneyim sahibi segem sertifikasina sahip tercihen musteri portfoyune sahip office programlarini derecede kullanabilen nsan iliskilerinde basarili analitik dusunebilen etkin iletisim temsil yetenegine sahip sonuc musteri odakli yeniliklere gelisime acik arastirmaci proaktif takim calismasina yatkin erkek adaylar icin askerlik hizmetini tamamlamis stanbul avrupa yakasi ikamet eden seyahat engeli olmayan tanimi firmanin sigorta satis karlilik hedefleri dogrultusunda sigorta satis faaliyetlerinin yonetilmesi temsil ettigi markanin hizmet kalite standartlarina uyulmasi mevcut potansiyel musteri portfoyunun takip edilmesi sigorta satis sonrasi operasyonel surecin takip edilmesi yeni sigorta satis kanallarinin olusturulmasi yurutulen faaliyetlerin ilgili yonetmelik kurallarina uygun olarak gerceklestirilmesinin saglanmasi,sigorta muduru,sigorta_acente_danisman
sigorta aracilik hizmetleri corum ahlatci bayisinde gorevlendirilmek uzere sigorta satis sorumlusu aranmaktadir dort yillik yuksekogretim kurumlarindan mezun olan kisilerden yillik yuksekokullarin ilgili sigorta risk aktuerya bankacilik sigorta bolumlerinden mezun kisilerden deneyim aranmaktadir dort yillik yuksekogretim kurumlarinin sigortacilikla ilgili bolumlerinden mezun kisilerden deneyim aranmamaktadir sigortacilik teknik belgesine segem sahip anadolu sigorta sigorta ergo sigorta eureko sigorta sigorta allianz sigorta acente program bilgisi olan letisimi kuvvetli yogun temposunda calisabilecek ofis programlarini derecede kullanabilen tanimi arac alimi yapan musterilerin kasko trafik sigortasi policelerinin satisini gerceklestirmek musterilerin sigorta ihtiyaclarini belirleyerek capraz sigorta satisi yapmak periyodik olarak satis raporlarini hazirlamak kredi satis surecine destek vermek,sigorta satis sorumlusu,sigorta_acente_danisman
sektorun lider acentesi olan sirketimizin organizasyon yapisina dahil edilmek uzere acente genel mudurlugumuz mevcut yeni subelerimiz icin branslarda farkli kategorilerde sigortaciligi meslek edinmis calisma arkadaslari ariyoruz ankara genel mudurluk elementer veya hayat bransinda urunlerde genis uzmanlik deneyime sahip sorumluluk alabilen calisani oldugu acenteyi temsil becerisine sahip yuksek temposuna aliskin personeller aranmaktadir turki geneli sigorta acenteleri yonetmeligi kapsaminda teknik mudur vasiflarina sahip calisma arkadaslari aranmaktadir diger nitelikler sigorta sirketleri ekran bilgisi onlisans bankacilik sigortacilik bolumu veya lisans mezunu musteri odakli sorumlulugu bilincine sahip dikkatli titiz sorumluluk sahibi diksiyonu duzgun guleryuzlu iletisim yetenegi guclu motivasyon ozguveni yuksek uzun soluklu calismayi kendine prensip edinmis erkek adaylar icin askerlik gorevini tamamlamis veya tecilli olanlar basvuruda bulunacak adaylarin sahip olduklari uzmanlik alanlarini tecrubelerini lerinde detayli olarak aciklamalari kendilerini dogru olarak ifade edebilmeleri degerlendirmesi bakimindan onem etmektedir sirketimize gosterdiginiz ilgi icin tesekkur ederiz,sigorta danismani,sigorta_acente_danisman
avrupa kuzey afrika orta dogu kitalarinda ulkeye fazla noktaya direkt parsiyel tasimacilik hizmeti veren sertrans logistics uluslararasi kara hava deniz yolu multimodal tasimacilik hizmetleriyle dunyanin yakin ulkesine fazla noktaya lojistik hizmet vermektedir sadece ticaret lojistigine ayirdigi alaninda yillik milyon online urun kapasitesi dunyanin markalarina hizmet vermeye devam etmektedir merkez ofisimiz olan hadimkoy lokasyonunda gorevlendirilmek uzere meslek yuksekokulu mezunu sigortacilikta elementer bransta minimum tecrubeli karayolu tasima kanunu sigorta genel sartlari sigortacilik kanunu konularinda bilgili erkek adaylar icin askerligini tamamlamis stanbul avrupa yakasinda ikamet eden tanimi sirket bina demirbas depocu tasiyici sorumluluk trafik kasko sigortalari icin teklif alinmasi policelerin yorumlanmasi karsilastirmalarin yapilmasi risklerin analiz edilmesi dogru sigorta urununun tespit edilerek satin alinmasinin saglanmasi risk kriterlerinin degerlendirilmesi yorumlanmasi fiyatlandirilmanin yapilmasi policelerin tanzim islemlerinin gerceklestirilmesi depo faaliyeti tasima esnasinda olusabilecek hasarlarin indirilmesi icin gerekli onlemleri alinmasinin saglanmasi hasar dosyalarinin acilmasi sigorta hasar sureclerine alternatif cozumlerin uretilmesi yapilan calismalarin kaydi analizi raporlanmasinin saglanmasi gibi gorevlerden mesul olacak sigorta uzmani aramaktayiz,sigorta uzmani,sigorta_acente_danisman
universitelerin yillik egitim veren muhendislik statistik ekonomi aktuerya sletme veya ktisat bolumlerinden mezun veya finans alaninda yuksek lisans yapmis sigorta veya finans sektorunde deneyimi bulunan tercihen underwriting yatirim aktuerya denetim hisse senedi brokerligi alanlarinda tecrubeli leri duzeyde sozlu yazili ngilizce bilgisine sahip office programlarini ileri seviyede kullanabilen mali tablo okuyup yorumlayabilen mali rapor analizi yapabilen kanun mevzuatlari birimi cercevesinde arastirip yorum yapabilecek analitik yonu guclu proaktif cozum odakli yaklasim sergileyen etkin yazili sozlu iletisim becerisine sahip arastirmaci yani guclu gelistirme konularinda merak sahibi sayida farkli sureci ayni anda yurutebilen odakli calisabilen yurtici yurtdisi seyahat engeli bulunmayan erkek adaylar icin askerlik durumu tamamlanmis olan tanimi basta siber sorumluluk yonetici mesleki sorumluluk sigortalari olmak uzere finansal sigortalar urunlerinde teklif taleplerinin verilen takvim tarihleri cercevesinde degerlendirilmesi risk analizi degerlendirme faaliyetlerinin sirket kural hedef oncelikleri paralelinde yurutulmesi yurtici yurtdisi satis kanallariyla ortaklarimizla portfoy gelistirilmesi urun reasurans calismalarinin yapilmasi yeni urun gelistirme konusunda calismalarin yapilmasi sureclerin takibi satis kanallarinin gelistirilmesi satis destek faaliyetlerinin yurutulmesi gerekli periyodik departman raporlarinin yapilmasi urun marketing faaliyetlerinin yurutulmesi urun hukuki altyapi arastirma degerlendirmelerinin yapilmasi gelecege tutkuyla yuruyenlerin tercihi olan allianz yerini almak ister misin yukaridaki maddeler seni anlatiyor sana gore olan tanimini tutkuyla basariyla yerine getirebilecegine inaniyorsun yeni arkadasimiz olmak icin bekliyorsun seni finansal sigortalar uzmani pozisyonumuza basvurmaya bekliyoruz,finansal sigortalar uzmani,sigorta_acente_danisman
lise tercihen universite mezunu ofis icerisinde calisacak sigorta sektorunde teknik personel satis pozisyonlarinda tecrubeli tercihen elementer saglik bransinda alli sompo ethi sigorta urun ekran bilgisine sahip segem belgesi olan letisim ikna becerileri gelismis diksiyonu duzgun guleryuzlu musteri odakli motivasyonu yuksek hedefler dogrultusunda calisabilecek sigorta sektorunde kariyer hedefleyen erkek adaylar icin askerligini tamamlamis satis temsilcisi alinacaktir gorev yeri ofis cepa yaninda bulunan kent merkezi tanimi ofis ortaminda musterilerle agirlikli olarak telefonla gerektiginde yuzyuze iletisim kurarak musteri portfoyumuzdeki mevcut musterilerimizin sigorta yenilemelerini gerceklestirecek potansiyel musterilere sigorta urunlerinin satisini yapacak takim arkadaslari aramaktayiz kurumsal profesyonel ortamda calismak isteyen sabit maasla yetinmeyip daha ureterek daha fazla kazanmayi hedefleyen uzun yillar bizimle calisacak adaylarimizin basvurularini bekliyoruz sirketimiz ilgili detay bilgilere adresimizden ulasabilirsiniz,gorta satis uzmani,sigorta_acente_danisman
genel teli kler saglik sigortasi satisinda deneyimli tercihen yuksek okul mezunu anadolu yakasinda ikamet eden sigorta mevzuatina hakim sozlu ifade temsil yetenegi gelismis nsan iliskileri guclu ikna kabiliyeti yuksek kendine ozen gosteren planli calisma disiplinine sorumluluk duygusuna sahip office programlarina hakim ekip calismasina uyumlu hedef cozum odakli erkek adaylar icin askerligini tamamlamis acenteligimizin gucune katacak bayan takim arkadaslari ariyoruz tanimi mevcut saglik portfoyumuzun takibi yenileme gorusme operasyonunu yurutmek elementer brans musterilerimize saglik sigortasi satisi gerceklestirmek,sigorta danismani,sigorta_acente_danisman
danismanligini yaptigimiz global musterimiz icin musteri hizmetleri satis sureclerinde almak uzere satis danismanlari ariyoruz tanimi kredi karti koruma kimlik koruma telefonu sigortalari seyahat hukuksal koruma sigortalari gibi sigorta asistans hizmetlerini hedef musterilerle bulusturmak aranilan teli kler tercihen cagri merkezinde olmak uzere satis deneyimi olan sozel ifade becerisi ikna yetenegine sahip letisim yetenegi guclu diksiyonu duzgun satisa yatkin telefonla satis yapabilecek sosyal yonu kuvvetli takim calismasina uyumlu office genel bilgisayar kullanimina hakim lise mezunu happy nsan kaynaklari turkiye kurumu numarali izin belgesi faaliyetlerini surdurmektedir,sigorta satis danismani,sigorta_acente_danisman
acibadem sigorta saglik sigortalarinda uzmanlasmis alana yogunlasmis kurum olmanin gucuyle sektorunde hizli buyuyen sirkettir guclu hissedar yapimiz sektore veren oncu uygulamalarimizla acibadem markasi altinda dunyanin buyuk ikinci entegre saglik hizmetleri zincirinin parcasiyiz sirketimiz etkin mali yonetim politikalari gucune katarak yandan calismalarinda paydaslarina fark yaratan deneyimler sunmakta diger yandan hizmet verdigi sektorleri gelistirmekte deger katmakta saglik sigortalari alaninda stratejik yaklasimlara liderlik etmektedir buyuyen organizasyonumuzda iliski yonetimi kuvvetli isinin siki takipcisi verimlilik odakli birliktelikleri yaratarak katacak sigorta ekip yoneticisi adaylari ariyoruz acibadem sigorta guney anadolu bolge mudurlugu gorevlendirilecek olan basarili adaydan bulundugu gorevde analitik yaklasim problem cozme yeteneklerini kullanmasi ogrenmeyi ogretmeyi seven organizasyon kulturu icerisinde yaptigi sonuna kadar takip ederek degisim yonetimine yapis seklinde mukemmellige katkida bulunmasi beklenmektedir eger asagidaki ozelliklere sahipseniz mutlu calisanlarin mutlu sirketleri mutlu sirketlerin basariyi getirdigine inanan tanimi calistigi ofisin sorumlulugunu ustlenmek ekibinin proaktif bakis acisi etkin ihtiyac analizi yaparak musteri beklentilerini karsilayacak sekilde calismasini saglamak kendine bagli ekibin hedef faaliyetlerini takip ederek satis hedeflerinin gerceklestirilmesini saglamak ekibinin performansini takip ederek geri bildirimlerde bulunarak bolge mudurune raporlamak performans verimlilik gibi kriterleri onunde bulundurarak kendisine bagli ekibin egitim ihtiyaclarini belirleyerek ilgili egitimlerin verilmesini saglamak goreve yeni baslayan satis ekibinin adaptasyonu ilgili olarak kocluk yaparak basinda egitim vermek yurutulen faaliyetlerin ilgili yonetmelik kurallarina uygun olarak gerceklestirilmesini saglamak,sigorta ekip yoneticisi,sigorta_acente_danisman
acibadem sigorta saglik sigortalarinda uzmanlasmis alana yogunlasmis kurum olmanin gucuyle sektorunde hizli buyuyen sirkettir guclu hissedar yapimiz sektore veren oncu uygulamalarimizla acibadem markasi altinda dunyanin buyuk ikinci entegre saglik hizmetleri zincirinin parcasiyiz sirketimiz etkin mali yonetim politikalari gucune katarak yandan calismalarinda paydaslarina fark yaratan deneyimler sunmakta diger yandan hizmet verdigi sektorleri gelistirmekte deger katmakta saglik sigortalari alaninda stratejik yaklasimlara liderlik etmektedir buyuyen organizasyonumuzda iliski yonetimi kuvvetli isinin siki takipcisi verimlilik odakli birliktelikleri yaratarak katacak sigorta ekip yoneticisi adaylari ariyoruz acibadem sigorta orta anadolu bolge mudurlugu gorevlendirilecek olan basarili adaydan bulundugu gorevde analitik yaklasim problem cozme yeteneklerini kullanmasi ogrenmeyi ogretmeyi seven organizasyon kulturu icerisinde yaptigi sonuna kadar takip ederek degisim yonetimine yapis seklinde mukemmellige katkida bulunmasi beklenmektedir eger asagidaki ozelliklere sahipseniz mutlu calisanlarin mutlu sirketleri mutlu sirketlerin basariyi getirdigine inanan tanimi calistigi ofisin sorumlulugunu ustlenmek ekibinin proaktif bakis acisi etkin ihtiyac analizi yaparak musteri beklentilerini karsilayacak sekilde calismasini saglamak kendine bagli ekibin hedef faaliyetlerini takip ederek satis hedeflerinin gerceklestirilmesini saglamak ekibinin performansini takip ederek geri bildirimlerde bulunarak bolge mudurune raporlamak performans verimlilik gibi kriterleri onunde bulundurarak kendisine bagli ekibin egitim ihtiyaclarini belirleyerek ilgili egitimlerin verilmesini saglamak goreve yeni baslayan satis ekibinin adaptasyonu ilgili olarak kocluk yaparak basinda egitim vermek yurutulen faaliyetlerin ilgili yonetmelik kurallarina uygun olarak gerceklestirilmesini saglamak,sigorta ekip yoneticisi,sigorta_acente_danisman
holdingimiz bunyesinde degerlendirmek uzere sigortacilik mevzuatina hakim operasyonel sureci yonetebilecek sonuc odakli calisacak sigorta teknik personeli aramaktayiz universitelerin ilgili bolumlerinden mezun elementer saglik sigorta branslarindan sektor deneyimine sahip sigorta sirketlerinin ekranlarini kullanarak saglik kasko trafik konut yangin branslarinda teklif calisabilen sigorta sirketlerinin urun uygulamalarini derecede bilen hasar police uretim tahsilat sureclerini bilen birlikte calistigi ekibe sirkete deger katabilen pratik sorun cozme organize becerisine sahip olan sigorta teknik tercihen yazilim programina hakim segem sertifikasina sahip letisim sunum raporlama becerisi gelismis aktif arac kullanabilen,sigorta teknik personeli,sigorta_acente_danisman
stanbul beylikduzun sigorta portfoy yonetmeni teknik personel beylikduzu bolgesine yakin ikamet eden adaylar oncelikli degerlendirmeye alinacaktir tanimi,sigorta portfoy yonetmeni,sigorta_acente_danisman
dort yillik universite veya yillik bankacilik borsa finans finans isletme maliye menkul kiymetler sermaye piyasasi muhasebe para sermaye yonetimi pazarlama sigortacilik meslek yuksek okullarindan mezun sigorta satis veya teknik operasyonda yillik deneyim sahibi tercihen sigorta sirketi ekranlarini kullanabilen segem sertifikasi olan temsil becerisi yuksek letisim yetenegi kuvvetli takim calismasina yatkin musteri odakli erkek adaylar icin askerlik hizmetini tamamlamis tanimi bagli bulundugu sigortacini magazasinda sirket hedefleri dogrultusunda mevcut musteri portfoyune yeni musterilere hayat saglik elementer sigorta urunleri sunmak urunlerin aktif olarak satisini yapmak magazanin teknik operasyon islerinin magaza mudurunun koordinasyonu yurutmek,sigorta danismani goztepe subesi,sigorta_acente_danisman
sigorta acenteligimize buro islemlerini yurutecek bilgisayar kullanmasini bilen diksiyonu guzel sigortacilik sektorunde yetistirilmek uzere yardimci eleman aranmaktadir,yetistirilmek uzere sigorta elemani,sigorta_acente_danisman
radisson istanbul ottomare otelimizin satis pazarlama departmaninda gorevlendirilmek uzere asagidaki niteliklere sahip acente satis muduru pozisyonunda adaylar aranmaktadir universite yuksek okullarin ilgili bolumlerinden mezun derecede ngilizce bilen sirket portfoyu olan tercihen havaalani bolgesi tecrubesi olan benzer pozisyonda deneyimli hizmet sektorunde kariyer hedefi olan butce raporlama yapabilecek organizasyon takip yetenegi guclu misafir memnuniyeti odakli calismayi ilke edinmis temsil kabiliyeti iletisim becerileri gelismis dinamik analitik dusunebilen problem cozme muzakere becerilerine sahip takim calismasina yatkin liderlik yetkinliklerine sahip proaktif ikna kabiliyeti yuksek kisisel sunum yetenegine sahip gorunumu kisisel bakimina ozen gosteren sinifi ehliyet sahibi aktif arac kullanabilen erkek adaylar icin askerlikle ilisigi olmayan esnek yogun calisma saatlerine uyumlu seyahat engeli olmayan,acente satis muduru,sigorta_acente_danisman
genel teli kler tercihen segem tarafindan verilen teknik personel yetki belgesine sahip allianz sigorta saglik ekranina urunlerine hakim kabiliyeti iletisim becerileri guclu profesyonel gorunumune onem veren office uygulamalarini etkin kullanabilen tercihen saglik sigortalari alaninda tecrubesi olan tercihen ngilizce bilen erkek adaylar icin askerlik hizmetini tamamlamis tercihen sigara kullanmayan stanbul anadolu yakasi ikamet eden yasini asmamis bayan tanimi sigortacilik sektorunde turkiye onde gelen firmalarindan olan sirketimizin saglik bransinda calisacak sigorta policelerinin hazirlanmasi yenileme takibi,saglik sigortasi uzmani,sigorta_acente_danisman
genel teli kler tanimi universite lisans mezunu veya universitelerin yillik sigortacilik bolumu mezunu isletme iktisat okullar mezunu olmak sigorta telefonda satis pazarlamada dalinda calismis olmak segem belgesine olmak sahip olmak sigorta urunlerine hakim tercihen saglik yangin elementer brans urunlerini derecede bilen polisoft sigorta programini derece kullanabilen bilgisayari kullanabilen ekip calismasina uygun diksiyonu duzgun bakimli duzenli prezantabl olan kariyer yuksek hedefi olan degisime gelisime acik maas yemek sosyal haklar dahilinde sigorta teknik personeli aramaktayiz fotografsiz dikkate alinmayacaktir,elementer gorta elemani,sigorta_acente_danisman
yillik bankacilik sigortacilik tercihen yillik universite mezunu yillik sigortacilik deneyimi olan sigorta acenteleri teknik personel egitimlerini tamamlamis sertifikasini almis segem office sigorta sirketi programlarina hakim analitik dusunce yapisina sahip problem cozme iliski yonetimi yetkinliklerin guclu ekip calismasini ekip basarisini onemseyen diksiyonu duzgun gorunusune onem veren prezantabl musteri memnuniyeti odakli calisan sinifi ehliyeti olan aktif arac kullanabilen askerlik hizmetini tamamlamis erkek adaylar icin tanimi yukaridaki niteliklere sahip tecrubeli sigorta danismani ariyoruz,sigorta danismani,sigorta_acente_danisman
banka sigortacilik bolumleri veya lisans mezunu segem belgesi olan sektorunde deneyimli elementer grup saglik sigortasi bilgisine sahip sigorta sirketleri urun ekran giris tecrubesi olan hasar dosya eksik evrak kapanis sureclerinde bilgi sahibi office programlarina hakim detaylara onem veren sonuc odakli planlama becerisi yuksek iletisimi beceresi guclu motivasyonu enerjisi yuksek stanbul avrupa yakasinda ikamet eden tercihen ekip calismasina uyumlu tercihen nsaat enerji sektorlerinde tecrubeli tanimi sigorta firmalari iletisim saglanmasi police yenileme donemlerinde fiyat tekliflerinin toplanmasi yonetime bilgi verilmesi yurtici yurtdisi insat altyapi ustyapi projelerimize yonelik insaat risk sigorta policelerinin proje dinamiklerine uygun olarak temin edilmesi mevcut faliyete gececek olan enerji santrallerine yonelik sigorta policelerinin teminini takibini mevcutta alan arac makine parkinin sigorta islemlerinin takibi personel saglik sigorta policelerinin temini takibi gerekli durumlarda kurumsal sigorta urunlerinde ozel sart metni wording hazirlamak ozel sart kloz fiyatlandirmalarin takibini saglamak,sigorta uzmani,sigorta_acente_danisman
turkiye modern guvenilir saglik hizmeti sunan saglikta yeniliklerin oncusu grubumuz belgesinin yani sira alman american joint commission international akreditasyon belgelerine sahip olup turkiye ortadogu kuzey afrika dogu avrupa orta asya bircok bransta referans merkezi konumdadir ceyrek asri askin deneyimiyle alanda bransta hizmet vererek yeniliklerin oncusu olmaya devam eden grup florence nightingale olarak universitelerin lisans veya onlisans bolumlerinden mezun derecede ngilizce bilen tercihen ozel sigortalar konusunda deneyimli tercihen provizyon faturalandirma sureclerine hakim sigorta sirketleri anlasma ilgili sureclerin takibini gerceklestirecek derecede office raporlama bilgisi olan sorumluluk sahibi ekip calismasina yatkin proaktif calisabilen erkek adaylar icin askerlik gorevini tamamlamis stanbul hastanemiz icin uluslararasi ozel sigortalar uzmani aramaktayiz,uluslararasi ozel sigortalar uzmani,sigorta_acente_danisman
turkiye dunyadan yuzlerce avantajli tatil alternatifini yilin gunu ekonomik guvenli kaliteli sekilde sunan gecen daha fazla tatilseverin kaliteli tatil icin ugradigi adres olan gezinomi marmara bolgesi acenteler muduru ariyor aranan nitelikler universitenin turizm veya seyahat isletmeciligi bolumunden yada dengi bolumlerden mezun benzer pozisyonda deneyimli acente yonetiminde yetkin organizasyon koordinasyon becerisi olan sorumluluk sahibi yeni satis kanallari yaratabilecek beceri portfoye sahip planlama organizasyon insan iliskilerinde basarili iletisim becerileri gelismis musteri memnuniyeti odakli raporlama analiz etme konularina hakim aktif olarak arac kullanabilen,marmara bolgesi acenteler muduru,sigorta_acente_danisman
dunyanin sigorta devinde kariyer kendi sini kurma firsati saha satisini sigorta danismani universitelerin yillik bolumlerinden veya yillik yuksek okullarin sigortacilik ilgili bolumlerinden mezun tercihen sigortacilik veya bankacilik sektorunde satis alaninda tecrubeli kariyerini sigorta sektorunde acente olarak devam ettirmek isteyen temsil kabiliyetine sahip kendini gelistirmeye ogrenmeye acik dinamik girisken basari odakli letisim yetenegi gelismis takim calismasina yatkin musteri iliski yonetiminde kendine guvenen office programlarini seviyede kullanabilen seyahat engeli olmayan erkek adaylar icin askerlik gorevini tamamlamis tanimi sorumlu oldugu bolgede sigorta branslarinda satis hedeflerini gerceklestirmek urunlerin tanitim satisinda aktif almak danismanlik yapmak satis hedefleri dogrultusunda musteri portfoyunu gelistirerek uygun urunlerle capraz satis gerceklestirmek duzenli musteri ziyaretleri yaparak ilgili yoneticilere raporlamalari paylasmak sektordeki gelismeleri takip edip dogru rakip analizlerinde bulunmak musterilerden gelen turlu talep oneri sikayetleri dikkate alarak surdurulebilir iliskiler kurmak dogrudan satis kanali tarafindan duzenlenen kampanya odul programlarina katilim gostermek,acenteler programi,sigorta_acente_danisman
aranan nitelikler bankacilik sigortacilik finans pazarlama satis yonetimi bolum mezunu satis deneyimine sahip sigorta portfoyu olan portfoyu gelistirebilecek sigorta sektorunde tecrubeli segem sertifikasina sahip musteri odakli dinamik hirsli girisimci takim ruhuna uyumlu profesyonelligin gerektirdigi disipline sahip olan sigorta portfoy yoneticileri aranmaktadir tanimi kisa zamanda hizli dogru cozumler uretmek sigorta portfoy yonetimini deneyimlemis portfoy yaratmak olan portfoyu gelistirmek musteri memnuniyeti odakli calisan musterilere kaliteli kesintisiz hizmet vererek maksimum memnuniyeti saglamak guvenli ortamda portfoyunu gelistirmek isteyen adaylarin basvurularini bekliyoruz,sigorta portfoy yoneticileri,sigorta_acente_danisman
aranan nitelikler segem belgesi bulunan tercihen bankacilik sigortacilik lisans mezunu sigorta operasyon alaninda tecrubeli kaza yangin veya saglik sigortalari alaninda bilgi sahibi disiplinini sahiplenen sigorta sirket ekranlarini kullanabilen saglik yangin kaza alanlarindan birinde yeterli bilgiye sahip olan alanda uzmanlasarak kendini gelistirmek isteyen ekip arkadaslari ariyoruz deal sigorta ankara genel mudurluk stanbul bolge mudurlugune alim yapilacaktir,sigorta teknik personeli,sigorta_acente_danisman
coldwell banker turki proje satan odullu coldwell banker beyaz bunyesi yuksek kazanc projeler yurtdisi acente sorumlusu olmak ster coldwell banker beyaz olarak yetki satis organi zasyonunu ustlendi yatirim projeleri proje acente gorusmeleri organi akti olarak proje tanitimi satis sureci yonetebi lecek yurtdisi acente sorumlusu arayisimiz bulunmaktadir genel teli kler prezentabl surucu ehli yeti olup arac kullanan leri leti potansi yeli guclu caliskan organi zasyon kabi yeti yuksek nsaat veya gayri menkul satisi konusunda tecrubeli akti olarak yurtdisi satis acenteleri yaret projeler konusunda yeterli etki destek verebi lecek kendi geli ogrenmeye yeni klere acik akici konusabi acente satislari uzeri nden kazanilacak mler yuksek kazanc hedefi olan tanimi yetki nsaat yatirim projeleri kendi veri acente leti numaralari leti geci lmesi acente portfoyu olusturulmasi acenteleri yaret projeleri hakkinda veri satis sureci yoneti lmesi projeleri akti olarak acente entegrasyonunun saglanmasi acentelerden gelecek dokuman talepleri karsilanmasi acente satislarina destek veri lmesi gerekti acentelerden yonlendi musteri leri satis sleri agirlanmasi muteahhi acenteler arasi akisinin duzenli seki kontrol lmesi yapilan gorusmeler musteri akisinin raporlanmasi calisma sartlari calisma gunleri pazar gunu hari gundur calisma saatleri maas merkez stanbul bati atasehi proje sleri yeni bosna arnavutkoy,yurtdisi acente satis sorumlusu,sigorta_acente_danisman
aktif saha satis reysel emekli hayat gortasi saglik gortasi urunleri satis operasyonunda gorevlendirilmek uzere mezunu tercihen lisansi olanlar aktif saha satis operasyonunu yonetebilecek portfoy yaratma konusunda yetenekli ekip calismasina yatkin sahada calisabilecek performansa dayali yuksek gelir kariyer hedefi olan kabiliyeti iletisimi guclu gorunumune ozen gosteren takim ruhu calisabilen sosyal yonunu asmis aktif calismanin kendisine gore oldugunu dusunen enerjisi ozguveni fiziksel gorunumu firmamizi temsil edebilecek tanimi kendisine verilen hedefler dogrultusunda satis organizasyonu yaparak potansiyel musteriler bulmak randevular ayarlayarak gorusmeler yapmak sirketin pazar payinda uretim hacminde artis saglamak bireysel emeklilik hayat sigortasi urunlerinin sahada disarida musteri ziyaretleri yaparak randevu aldigi kisileri ziyaret ederek finansal oparesyonel planlarini uygulamak proje sureclerini izleyerek satis gerceklestirmek satis sonrasi musterilerine hizmet destegi vermek musteri problemlerine cozumler uretmek yeni musteri portfoyu olusturmak calismak istediginiz illeri lutfen yazinizda belirtiniz fotografli basvurular tercih sebebidir,sigorta satis temsilcisi,sigorta_acente_danisman
genel nitelikler tercihen bankacilik sigortacilik mezunu segem belgesi bulunan kaza saglik sigortasi satisinda tecrubeli birlikte calistigi ekibe sirkete deger katabilen tercihen sigorta sirket ekranlarina hâkim olan tanimi musteri temsilcisi olarak telefonda satis yapabilecek esnek calisma saatlerine vardiyali sisteme uyum saglayabilecek sigorta urunlerinin sunumunu satisini takibini yapabilecek belirlenen satis hedefleri dogrultusunda mevcut potansiyel musterilerle gorusme saglayabilecek yeni musterilerin kazanilmasina odaklanarak satis surecini yonetebilecek analiz kabiliyeti yuksek nsan iliskilerinde basarili etkin iletisim kurabilen ekip arkadasi ariyoruz olanaklar prim yemek maas bolge icin alim yapilacaktir anadolu yakasi bostanci avrupa yakasi sisli mecidiyekoy,sigorta musteri temsilcisi,sigorta_acente_danisman
sigorta sirketleri ekran bilgisi lise onlisans bankacilik sigortacilik bolumu veya lisans mezunu musteri odakli sorumlulugu bilincine sahip dikkatli titiz sorumluluk sahibi diksiyonu duzgun guleryuzlu iletisim yetenegi guclu motivasyon ozguveni yuksek uzun soluklu calismayi kendine prensip edinmis otomotiv sektorunde tecrubeli,sigorta danismani,sigorta_acente_danisman
tele satis alaninda kariyer basamaklarini hizla cikmayi hedefliyorsan satis benim isim hedefimi yapar yuksek kazanc elde ederim diyorsan letisim ikna fark yaratirim diyorsan saatleri arasinda vardiyali calisabilirim bakis acisindaysan buyuyen satis ekibimiz icin aradigimiz sigorta danismani olabilirsin,cagri merkezi satis temsilcisi,sigorta_acente_danisman
tele satis alaninda kariyer basamaklarini hizla cikmayi hedefliyorsan satis benim isim hedefimi yapar yuksek kazanc elde ederim bakis acisindaysan letisim iknada fark yaratacagina inaniyorsan saatleri arasinda vardiyali calisabilirim diyorsan buyuyen satis ekibimiz icin aradigimiz sigorta danismani olabilirsin,sigorta satis danismani,sigorta_acente_danisman
faaliyet gosterdigi turizm sektorunde itibari guvenilirligi taninan dorak holding kurumsal planlarini stratejilerini hedeflerini surdurulebilirlik temelinde yurutmektedir dorak holding ulusal uluslararasi capta yatirim isbirligiyle turkiye tarihi kulturel dogal guzelliklerini dunyaya tanitmak turkiye marka degerini yukseltmeyi kendine misyon edinmistir dorak holding misyonuna katki saglamak isteyen kurumsal degerlerimize bagli asagida belirtilmis niteliklere uygun acente operasyon mudur yardimcisi olarak gorevlendirmek uzere universitelerin ilgili bolumlerinden mezun iktisadi idari bilimler fakultesi turizm otel isletmeciligi turizm sektorunde minimum yillik tecrube sahibi turkiye deki destinasyonlara hakim kultur turizmi konusunda yurtici grup munferit operasyon faaliyetlerini ustlenebilecek analitik dusunme problem cozme becerilerine sahip mesleki trendleri guncel gelismeleri takip eden leri seviyede ngilizce bilen ekip yonetme konusunda deneyim sahibi erkek adaylar icin askerlik hizmetini tamamlamis stanbul fatih cagaloglu semtine ulasim problemi olmayan tanimi yurt disindan munferit grup olarak gelen misafirlerin seyahat operasyonlarinin sorunsuz olarak yurutulmesinden sorumlu olarak yurt disi ofisleri kurumsal yazismalari ngilizce olarak gerceklestirerek programlarinin planlanmasini fiyatlandirmasini yapmak sorumlu oldugu pazarlara yonelik operasyonel islemleri gerceklestirmek takibini yapmak turkiye gelen turlarin adimindan baslayarak fatura kesimine kadar olan surecteki takibini yapmak operasyon ekip yonetimini gerceklestirmek,acente operasyon mudur yardimcisi,sigorta_acente_danisman
