genel_nit_is_tanimi,ilan_baslik,label
universitelerin makine ucak uzay havacilik mekatronik muhendisligi bolumlerinden mezun toplamda tecrubesi olan aero termal mekanik veya yapisal muhendislik konularindan birinde uzman uygulamali muhendislik araclarini sistemlerini kullanabilen ansys numeca axstream programlama dilini bilen python temel yazilim bilgisine sahip yazilim gelistirme surecleri hakkinda bilgili tercihen muhendislik hesaplamalari analizleri konularinda arac gelistirme tecrubesi olan kullaniciya yonelik tasarlamis veya surecleri tanimlayabilecek eskisehir ofiste calisacak havacilik alaninda kariyer hedefleyen derecede ngilizce bilgisine sahip olmak okuma konusma anlama muzakere teknik idari terimlerin kullanimi anlaminda arastirmaci sorumluluk sahibi analiz tasarim yapabilecek ekip calismasina yatkin musteriler guclu iletisim yetenegi olan guclu iletisim takim calismasi becerilerine haiz olmak yazili sozlu iletisim becerilerini etkin kullanabilen problem cozmeye yonelik yeni yaklasimlar gelistirebilen ayni anda birden fazla yapabilme yetenegine sahip olan seyahat engeli olmayan erkek adaylar icin askerlik hizmetini tamamlamis veya muaf olmak tanimi firmamizin kendi bunyesinde tasarim bolumlerinin ihtiyaclarini karsilayacak motor tasarim araclarini gelistirmek tasarim bolumlerinin ihtiyaclarini karsilayacak muhendislik araclarini gelistirmek gorevlendirildigi projeleri gerceklestirmek uzmanlik alani ilgili teknik kabiliyet kazanim projelerini gerceklestirmek uzmanlik alani ilgili tasarim metotlari gelistirme projelerine destek vermek uzmanlik alani ilgili tasarim araci gelistirme projelerini yapmak veya projelere teknik destek vermek kendine projelerin zamaninda istenen kalitede surede tamamlanmasini saglamak lgili uzmanlik alani ilgili kabiliyet gelistirme projelerin zamaninda istenilen kalitede gerceklestirilmesine destek vermek teknik verileri musteriler icin hazirlamak sunmak diger muhendislik disiplinleriyle koordineli olarak calismak gorevli oldugu proje paketleriyle ilgili teknik verileri ilgili prosedurler dogrultusunda hazirlamak,motor tasarim araclari gelistirme muhendisi,yapi_mimar_insaat
kurulusumuzun cayirova fabrikasinda gorevlendirmek uzere universitelerin makine muhendisligi bolumunden mezun tercihen otomotiv sanayi veya sanayinde tecrube sahibi sonlu elemanlar simulasyon tecrubesi olan ansys ansys ansys fluent hesaplamali akiskanlar dinamigi simulasyon tecrubesi olan derecede ngilizce konusma yazisma bilgisine sahip erkek adaylarin askerlik hizmetini tamamlamis olmasi yurt yurt disi seyahat engeli olmayan sinifi ehliyet sahibi tercihen sigara kullanmayan gebze veya stanbul anadolu yakasinda ikamet eden proje muhendisi arayisimiz bulunmaktadir,proje muhendisi,yapi_mimar_insaat
stanbul kadikoy yeni acilacak huawei teknoloji magazamizda teknisyen olarak gorev alacak genc dinamik perakendecilik sektorunde kariyer hedefleyen heyecanli yaratici profesyonel ekibimizin ailemizin uyesi olacak ekip arkadaslari aramaktayiz teknik lise mezunu tercihen telefonu tamir tecrubesi olan musteri odakli yaklasima sahip ekip calismasina yatkin arastirmaci kimlige sahip erkek adaylar icin askerlik gorevini tamamlamis tecilli tanimi servise girisi yapilmis urunlerin kalite standartlarini zaman hedefini dikkate alarak tamirini yapmak musteriye teslime hazir hale getirmek gerektiginde buroya cikarak musteriye onarimla ilgili bilgi vermek aciklama yapmak musterinin sorunlarini sahiplenmek guven uyandirmak problem ciktiginda ekip birligine buroya diger gruplara destek olmak ekip bilincini sergilemek,tekni syen,yapi_mimar_insaat
yilinda mobilya uretimi baslayan yolculugumuzu stanbul ankara zmir gibi buyuk ilde toptan mobilya satisimiz ilerlettik kuzey avrupa turki cumhuriyetleri afrika gibi bolgeye yaptigimiz ihracat disa actik yeni perakende markamiz dion furniture design magazasini modoko actik yildir musterilerimizi onemsiyoruz kaliteli mobilyayi keyifle uretiyoruz dion furniture design kalite mobilya tutkunlarini hedefliyoruz firmamizin vizyonu geregi alaninda lider olma yolunda yaptigi urun tasarimi faaliyetlerini yurutmede gorevli samimi caliskan isini seven ariyoruz aradigimiz diger ozellikler universitelerin mimarlik mimarlik veya endustri urunleri tasarimi bolumlerinden mezun detayli mekan mobilya ciziminde deneyimli leri seviyede autocad photoshop bilen malat cizimi yapabilen yaratici tasarim gucu gelismis yeniliklere gelisime acik arastirmayi seven ekip olarak calismaktan keyif alan isini takip eden tercihen anadolu yakasinda ikamet eden ngilizce bilen nsan iliskilerinde kuvvetli guler yuzlu tanimi firmamizin belirledigi kategori uzerinden mobilya tasarimi gelistirmek gorsel sunum hazirlamak tasarlanan urun icin hammadde arastirmasi yapmak tasarlanan urunun uretim takibini yapmak magazalarimiza yerlesimlerini gerceklestirmek,mobi tasarim uzmani,yapi_mimar_insaat
universitelerin nsaat muhendisligi bolumunden mezun nsaat sektorunde benzer pozisyonda deneyimli autocad microsoft office programlarini derecede bilen kendisine bagli proje saha ekiplerini koordine edebilecek kaba nsaat islerinde deneyimli sinifi ehliyeti olan aktif arac kullanabilen yogun temposuna gerektiginde esnek calisma saatlerine uyum saglayabilecek seyahat engeli olmayan edis hesaplamalari idari yazismalar konusunda yetkin olan yonetmelikleri konusunda bilgi sahibi tercihen bandirma bolgesinde ikamet eden askerlik hizmetini tamamlamis erkek adaylarin basvurulari degerlendirilecektir bandirma santiyemizde devam etmekte olan ulusal diger projelerimizde gorev alacak santiyelerimizde organizasyonu saglayacak kaba ince insaat uygulamalarini yonetecek nsaat muhendisi olan santiye sefi arayisimiz bulunmaktadir gorusmeler corlu fabrikamizda yapilacaktir,santiye sefi,yapi_mimar_insaat
dogus cankaya bolge direktorlugu gorevlendirilmek uzere asagida belirtilen niteliklere sahip mekanik teknisyeni ariyoruz tercihen meslek lisesi veya motor bolumu mezunu otomotiv sektorunde mekanik alaninda deneyimli tempolu yogun iliski yonetimi gerektiren ortama uyum saglayabilecek esnek calisma kosullarina uyum gosterebilecek sinifi surucu belgesi sahibi aktif olarak arac kullanabilen askerlik hizmetini tamamlamis erkek adaylar icin tanimi mekanik bakim onarim yapmak musteri beklentilerini verimli sekilde kisa zamanda yerine getirmek yapilan onarimlarinin ariza sebeplerini degerlendirmek onlem alinmasi gereken arizalarda yonetimi bilgilendirmek,mekanik teknisyeni dogus cankaya,yapi_mimar_insaat
universitelerin nsaat muhendisligi bolumunden mezun nsaat sektorunde benzer pozisyonda deneyimli tercihen otel konut villa luks insaat projelerinin kaba ince insaat islerinin uygulamasini yapmis autocad microsoft office programlarini derecede bilen kendisine bagli proje saha ekiplerini koordine edebilecek proje koordinasyonu konusunda deneyimi bulunan gerektiginde referans sunabilen kaba nsaat islerinde deneyimli ogrenmeye bilgilerini paylasmaya istekli gorunusune ozen gosteren guler yuzlu dinamik sinifi ehliyeti olan aktif arac kullanabilen sorumluluk inisiyatif alabilen liderlik vasiflarina sahip nsan iliskilerinde basarili iletisim becerisine sahip takibi guclu ikna kabiliyeti yuksek yogun temposuna gerektiginde esnek calisma saatlerine uyum saglayabilecek cumartesi gunleri calisabilecek seyahat engeli olmayan avrupa yakasinda terci merkezi yakin yerde kamet eden askerlik hizmetini tamamlamis erkek adaylarin basvurulari degerlendirilecektir tanimi yuzme havuzu havuzu gosteri havuzu nsaatlari konusunda yurt yurt disinda yillik deneyi sahi rmamizda santi yelerden sorumlu olacak organi zasyonunu saglayacak kaba nsaat uygulamalarini zzat yonetecek nsaat muhendi olan santi sefi arayisimiz bulunmaktadir,santi sefi,yapi_mimar_insaat
bozuyuk organize sanayi bolgesinde faaliyet gosteren dokum tesisimizde gorevlendirilmek uzere teknik ressam calisma arkadaslari aramaktayiz tanimi yeni urunlerin tasarimi mevcut urunlerin gelistirilmesinde boyutlu tasarim yapmak teknik resimleri hazirlamak satis departmanindan gelen talepler dogrultusunda urun revizyonlarini gerceklestirmek projesini gerceklestirdigi calismalarin teknik detaylarini hazirlamak uretim dosyalarini olusturmak tasarim uretim departmani arasindaki akisina destek olmak cizimini gerceklestirdigi projenin takibini yapmak aranan nitelikler derecede teknik resim okuma temel olcum aletlerini kumpas mikrometre olcer kullanma bilgisine sahip solidworks kullanabilen kati model bilgisine sahip tercihen meslek yuksek okullarinin makine makine resim konstruksiyon bolumlerinden mezun dikkatli titiz disiplinli takipci analiz raporlama yonu kuvvetli caliskan uyumlu insan iliskileri guclu takim calismasina yatkin yogun temposuna uyum saglayabilecek dinamik iletisim becerileri yuksek hedef cozum odakli analitik dusunce yapisina sahip iletisimi guclu aday arayisimiz bulunmaktadir,teknik ressam,yapi_mimar_insaat
yesilova holding grup sirketlerinden canel otomotiv proje lideri olarak gorevlendirilmek uzere asagidaki niteliklerde takim arkadasi ariyoruz universitelerin tercihen makine muhendisligi bolumunden mezun otomotiv sektorunde proje yonetimi deneyimi olan tasarim programlarina tercihen catia unigraphics hakim apqp ppap fmea sureclerine hakim tercihen kullanabilen office programlarini derecede bilen letisim becerileri koordinasyon yetenegi guclu ekip calismasina yatkin derecede ngilizce tercihen almanca bilen yurtici yurtdisi seyahat engeli olmayan tanimi musteri yapilan nominasyon sonrasi projenin yonetiminin saglanmasi proje suresince bolumler arasi koordinasyonun saglanmasi musteri iliskilerinin yonetilmesi projelerin kalite zaman finansal hedeflerine uygun olarak devreye alinmasi,proje lideri,yapi_mimar_insaat
uretim operatorleri tercihen lise mezunu endustri meslek lisesi makine metal bolumleri celik dilme kesme sekillendirme konusunda deneyimli metal sektorunde kalite planlama alanlarinda deneyimli yazilim teknik resim okuyabilen tercihen forklift vinc ehliyeti sahibi tercihen kumpas mikrometre olcu aletlerini kullanabilen askerligini tamamlamis bursa ikamet eden tanimi,uretim operatorleri,yapi_mimar_insaat
sirketimizin ankara merkez ofis bilgi teknolojileri bunyesinde uygulama gelistirme projelerinde gorevlendirilmek uzere universitelerin muhendislik bolumlerinden mezun tercihen bilgisayar muhendisligi matematik elektrik elektronik muhendisligi konularinda bilgi sahibi entity framework linq konularina hakim javascript kutuphane frameworkleri konusunda tecrube sahibi tercihen mobil uygulama gelistirme deneyimi olan ekip calismasina yatkin yeni teknolojilere gelismeye acik derecede ingilizce bilen yurt disi seyahat engeli bulunmayan erkek adaylar icin askerligini tamamlamis uygulama gelistirme sorumlusu aramaktayiz,uygulama gelistirme sorumlusu,yapi_mimar_insaat
universitelerin gemi nsaati makineleri muhendisligi veya makine muhendisligi bolumlerinden mezun dizayn donatim ofis veya donatim uretim tecrubesi bulunan autocad tercihen aveva marine outfitting programlarina hakim office programlarini aktif kullanabilen leri derecede ingilizce bilen yogun calisma temposuna esnek calisma saatlerine ayak uydurabilecek takim calismasina uygun erkek adaylar icin askerlikle ilisigi bulunmayan stanbul anadolu yakasinda ikamet eden veya edebilecek olan tanimi aveva marine outfitting programinda ekipman boru havalandirma kablo yolu modellemelerinin klas resimlerine uygun yapilmasi aveva marine outfitting programindan uretim koordinasyon resimlerinin hazirlanmasi kontrollerinin saglanmasi donatim malzeme siparis listelerinin hazirlanmasi kontrollerinin saglanmasi genel olarak klas kurallarina hakim klas resimlerinin kontrolu takibinin yapilmasi built resimlerinin hazirlanmasi tuzla tersaneler bolgesinde bulunan sirketimiz bunyesinde endustriyel projeler departmaninda gorevlendirilmek uzere dizayn donatim muhendisi arayisimiz bulunmaktadir,dizayn donatim muhendisi,yapi_mimar_insaat
group isgucu piyasasinin gelisimi icin hizmet veren dunyanin onde gelen sirketlerinden biridir hizmet verdigi lokasyonlarda donemsel surekli iliskileri secme yerlestirme danismanligi egitim bircok ilgili tamamlayici alanlarda faaliyet gostermektedir group ofisleri stratejik ortaklari dahilinde avrupa afrika asya amerika genelinde fazla ulkede faaliyet gostermektedir danismanligini yapmakta oldugumuz talyan menseli firmamiz icin yutici yurtdisi fabrikalarinda gorevlendirilmek uzere pres teknisyeni elektronik arayisimiz mevcuttur meslek liselerinin veya meslek yuksek okullarinin ilgili bolumlerinden mezun seramik uretimi yapan fabrikalarda uretim hatti elektronik tecrubesi bulunan askerlik hizmeti tamamlamis tanimi yurtici fabrikalarda bakim sureclerinde gorev alacak takim arkadaslari aramaktayiz group skur denetiminde tarihli lisans sahibi ozel istihdam burosudur,pres teknikeri seramik makinalari,yapi_mimar_insaat
genel teli kler universitelerin endustriyel tasarim veya ilgili bolumlerinden mezun tercihen alaninda deneyim sahibi olan solidworks autocad programlarini derecede kullanabilen tercihen catia programlarina hakimiyeti olan yuzey modelleme tersine muhendislik konularina hakim olan teknik resimleri uretim tolerans degerleri olusturabilen birim sorumlusuyla uyumlu koordineli calisabilen office programlarina hakim olan ekip calismasina yatkin sonuc odakli analitik dusunebilen erkek adaylar icin askerlik hizmetini tamamlamis olan tanimi ortopedik implant aleti uretimi yapan fabrikamizin bolumunde calismak uzere uretim teknik resimlerinin hazirlanmasi mplant aleti konteyner kati model olusturulmasi denetim icin teknik dosya hazirlanmasi teknik resme gore kontrol yapilmasi,teknik ressam,yapi_mimar_insaat
meslek lisesi veya meslek yuksek okullarinin ilgili bolumlerinden mezun auto solid works seviyede kullanabilen yuzey isleme isaretleri tolerans sekil konum toleranslarina hakim sleme dokum yontemiyle uretilen spesifik parcalarin teknik resimlerini detaylari olusturabilecek dinamik caliskan ekip calismasina yatkin askerligini tamamlamis deneyimli stanbul kurtkoy calisabilecek,teknik ressam,yapi_mimar_insaat
mobilya sektorunde oncu kimligi ozgun tasarim anlayisi hizmeti kalitesi tarziyla sektorun lideri koleksi mobilya stanbul tarabya merkezinde sahne dekor tasarimcisi gorevlendirilecektir adaylarin yaratici dusunceye sahip tarih felsefe sosyoloji arkeolojiye merakli seviyede ngilizce bilen sahne dekor tasarimi bolumunden mezunu olmalari beklenmektedir tanimi magaza reyon vitrin fotograf gorsel duzenlemelerini yapmak kullanilacak dekorun kurulumunu yonetmek aksesuar secimlerini yapmak fotograf cekimi icin mekan arastirmasi incelemesi yapmak mekanin ozelligi dogrultusunda dekor onerilerinde bulunmak,dekor tasarimcisi,yapi_mimar_insaat
universitelerin makine endustri malat metalurji malzeme muhendisligi bolumlerinden mezun seviyede almanca bilen otomotiv sektorunde deneyimli proje yonetimi konusunda tecrubeli otomotiv ozel istekleri hakkinda bilgi sahibi olan takim calismasina yatkin seyahat engeli olmayan analitik dusunme becerisine sahip askerlik ilisigi olmayan erkek adaylar icin bursa ikamet eden edebilecek calisma arkadasi arayisimiz bulunmaktadir,proje muhendisi,yapi_mimar_insaat
genel teli kler universitelerin makine muhendisligi makine resim konstruksiyon bolumlerinden mezun solidworks programina hakim tercihen lazer kesim konularinda tecrube sahibi leri seviyede teknik resim okuma tasarim bilgisi olan yogun mesai saatlerine uyum saglayabilecek tanimi malat dokumanlarinin hazirlanmasi devreye alinmasi mevcut urunlerde revizyonlarin yapilmasi uretim surecinde projelerinde gelistirilen makina parcalarin modellemesinin yapilmasi teknik resimlerinin olusturulmasi satinalma surecine hazirlik yapilmasi gerektiginde katkida bulunulmasi lazer kesim tezgahina yerlesim hazirlanmasi kesim bukum surecinin takip edilmesi,teknik ressam,yapi_mimar_insaat
genel teli kler tanimi sirketimiz yilindan yana markali konut projelerinde yaklasik kisilik profesyonel kadro guvenlik peyzaj teknik temizlik residence concierge gibi site yonetim hizmetleri sunmaktadir firmamizin stanbul anadolu yakasi atasehir bolgesinde yonetim hizmetlerini vermekte oldugumuz projede gorevlendirilmek uzere asagidaki ozellikleri tasiyan elektrik teknisyeni arayisimiz bulunmaktadir meslek liselerinin elektrik bolumunden mezun olmalari kalfalik veya ustalik belgesi bulunmasi bina tesis teknik sletim teknik bakim hizmet tecrubelerinin bulunmasi tercihen daha oncesinde site yonetimi otel hastanelerde gorev almis vardiya sistemine uygun calisabilmeleri referans verebilmeleri musteri iliskilerinde tecrubeli ifade yeteneklerinin guclu olmasi askerlik hizmetlerini tamamlamis olmalari gerekmektedir tanimi elektrik zayif akim sistemlerinin faal tutulmasini periyodik bakimlarinin onarimlarinin yapilmasi bakim firmalarinin takibinin yapilmasi yardimci tesis cihazlari yonetiminin yapilmasi jenerator yangin algilama yangin guvenligi konularinda uzerine dusen gorevler ilgili onlemlerin alinmasi,elektrik teknikeri,yapi_mimar_insaat
otomotiv sektorunde faaliyet gosteren firmamizin dilovasi lokasyonunda gorevlendirilmek uzere asagidaki niteliklere uygun proje muhendisi aramaktayiz universitelerin muhendislik fakultelerinden mezun tercihen endustri muhendisligi proje yonetimi konusunda deneyimli tercihen otomotiv sektoru office programlarina derece hakim derecede ngilizce bilen planlama onceliklendirme organizasyon iletisim yeteneklerine sahip takim calismasina uyum saglayabilen sunum becerileri gelismis seyahat engeli olmayan stres zaman yonetimi becerileri gelismis erkek adaylar icin askerlik hizmetini tamamlamis tuzla pendik kartal maltepe gebze darica cayirova civarinda ikamet eden veya edebilecek tanimi proje idari teknik sartnamelerin incelenmesi yeni musteri portfoy olusturma sureclerinde aktif alinmasi sektor dinamiklerinin takip edilip sirket satis hedefleri dogrultusunda hedef odakli calisilmasi potansiyel musterilerin belirlenmesi ziyaret planlarinin hazirlanmasi satis surecinin yonetilmesi mevcut musteriler iliskilerin devam etmesinin saglanmasi yeni urun hizmetler icin satis faaliyetlerinin gerceklestirilmesine destek verilmesi,proje muhendisi,yapi_mimar_insaat
aluminyum profil levha sleme makineleri konusunda farkli ulkeye imalat satis servis hizmetleri veren firmamizin bursa samanli daki fabrikasinda arge departmanina asagidaki ozelliklere sahip tekni ressam aramaktayiz bursa kamet eden bayan solid works programina haki terci maki malati konusunda kendi geli sadece degi tasarim yapabi konusunda tecrubesi olan lmedi seyleri ogretebi lecek rmamiza deger katabi lecek tecrubeye versi teleri maki muhendi veya endustri meslek sesi maki ressamligi veya meslek yuksek okulu maki resi konstruksi bolumu mezunu yapabi tekni resi hazirlayabi mekani parca tasarimi tekni resi uygulamalarinda deneyi takim calismasina yatkin terci talasli malat tecrubesi olan yaparken parcalarin montajiyla cozum uretebi terci tecrubesi basvurular degerlendi lmeyecekti fabrikamiz bursa samanli bolgesindedir yildirim nilufer yonune servisimiz mevcuttur calisma saatleri hafta arasidir hafta sonlari calisma yoktur,teknik ressam,yapi_mimar_insaat
cephe veya genel projelendirme islerinde tecrubeli tercihen programlara revit dynamo veya navisworks hakim seviyede autocad kullanabilen zaman baskisi altinda verimli sekilde calisabilen yonettigi ekip etkili sekilde iletisim kurabilen motivasyonu yuksek hedef odakli esnek calisma saatlerine uyumlu leri seviyede okuma yazma konusma almanca bilen mimarlik veya muhendislik fakultesi nden mezun ekip arkadaslari ariyoruz,mimar,yapi_mimar_insaat
universitelerin elektrik elektrik elektronik muhendisligi bolumlerinden mezun orta gerilim enerji tesisleri tasarim projelendirme montaj devreye alma konularinda calismaya istekli elektriksel cizim programlarini kullanabilen eplan benzeri elektronigi bilgisi olan devreleri tasarimi bunlarla ilgili analiz benzetim calismalari yapmaya istekli elektrik proje tasarim cizim konularinda deneyimli trafo merkezi kompanzasyon sistemi benzeri santiye tecrubesi olan yurt disi projelerde devreye alma calismalarini yapabilecek derecede ngilizce konusma yazma anlama yetisi olan office programlarini derecede kullanabilen ankara civarinda ikamet eden erkek adaylar icin askerligini yapmis veya tecilli esnek calisma saatlerine uyum saglayacak yurt yurt disi seyahat engeli olmayan kariyer hedefi olan gelisime acik genc dinamik takim icinde calismak isteyen takim arkadaslari ariyoruz tanimi gerceklestirilecek endustriyel projelerde gorev almak isteyen elektrik elektrik elektronik muhendisi takim arkadaslari ariyoruz,sistemleri elektrik elektronik muhendisi,yapi_mimar_insaat
nsaat taahhut gayrimenkul enerji sigortacilik alaninda faaliyet gosteren grubumuzun genel mudurluk yerleskesinde idari hizmetler bunyesine olarak gorev yapacak bina bakim onarim elemani aranmaktadir meslek yuksek okulu veya meslek liselerinin elektrik elektronik klimlendirme sogutma bolumlerinden mezun teknik hizmetler alaninda elektrik elektronik mekanik konularinda tecrubeli office programlarini kullanabilen erkek adaylarin askerlik ilisigi olmayan tercihen sigara icme aliskanligi bulunmayan nsan iliskilerinde basarili iletisim becerisi yuksek diksiyonu duzgun kisisel bakimina onem veren stanbul anadolu yakasinda ikamet eden tanimi bina geneli elektrik sayac panosu elektrik panolarinda olusabilecek arizalara mudahale etmek bakim yapmak isitma sogutma grubu devreye alimi bina geneli klima schiller marka asansorlerin arizalarina anlik mudahale servise refakat etmek elektrik dogalgaz tesisatlarinda olusabilecek arizalara mudahalede bulunmak ofis icerisindeki mobilya dolaplardaki arizalari giderebilmek ofis calisanlarinin kirtasiye taleplerini idari isler biriine iletmek teminini saglatmak merkez ofis bunyesindeki butun elektrikli cihazlarin periyodik bakimlarini kontrol edip yaptirabilecek bina bakim onarim elemani aramaktayiz,bina bakim onarim elemani,yapi_mimar_insaat
veya universitelerin lgili bolumlerinden mezun proje okuma mimari cizim konusunda betonarme ince insaat mekanik tesisat tecrubeli autocad office programlarina hakim ozelli hizli etki autocad kullanimi projelere teklifleri hazirlayabilecek hakedis hazirlayabilecek letisim organizasyon becerileri gelismis detayci dikkatli sistemli duzenli calismayi prensip edinmis seyahat engeli olmayan aktif olarak arac kullanabilen tercihen avrupa yakasinda sisli merkezimize yakin ikamet eden erkek adaylar icin askerlik ilisigi kalmamis bayan teknik ressam tanimi havuz sauna nsaati pman satisi satis sonrasi zmet konusunda yillik deneyi sahi rmamizda betonarme proje nsaat projesi mekani tesi projesi elektri projesi detay metraj tekli hazirlama hakedi hazirlama uzeri calisacak bayan tekni ressam,tekni ressam,yapi_mimar_insaat
genel teli kler tercihen universitelerin elektrik muhendisligi bolumunden mezun tercihen derecede ngilizce bilen tercihen satis alaninda tecrube sahibi tercihen teknik anlamda tecrube sahibi office programlarinin kullanimina hakim diksiyonu konusmasi duzgun yurt yurt disi seyahat engeli olmayan askerlik yuksek lisans sinifi surucu belgesine sahip aktif arac kullanan ozguveni yuksek bitirme analiz yetenegine sahip kendi calisma programini yapabilen yonetebilen takim calismasina yatkin tercihen stanbul anadolu yakasinda ikamet edenler tanimi uretim letim dagitim endustriler icin sundugumuz online izleme test cihazlarinin tanitimi teklifi proje satis satis sonrasi teknik destek sureclerini yonetmek yeni musteri pazar arastirmalarinin yapilmasi mevcut musterilerin periyodik ziyaretleri takibi hale sureclerinin takibi tekliflerin duzenlenmesi takibi musterilere teknik destek verilmesi,tekni satis muhendi,yapi_mimar_insaat
genel teli kler tanimi sirketler grubumuzun stanbul merter deki merkez ofisinde gorevlendirmek uzere tasarimci arayisimiz bulunmaktadir universitelerin teksil moda tasarim bolumlerinden mezun denim kumas model denim yikama tasarimi konusunda deneyimli meslegi ilgili adobe photoshop corel draw veya freehand programlarindan birini seviyede kullanabilen ozellikle erkek denim denim koleksiyonu hazirlayabilecek kumas renk aksesuar kalip dikim konularinda teknik bilgi sahibi moda trendini surekli yakindan takip edebilecek sorumlu oldugu pazardaki markalari onlarin oncu markalarinin kumas yikama aksesuar detaylarini analiz edebilecek markalarin beklentilerini ongorup kendi koleksiyonunu dogrultuda hazirlayabilecek tasarimina uygun kumas yikama finish detaylarini kendi belirleyebilecek yikamayi yonlendirebilecek merchandising kumas yikama departmanlari koordineli sekilde calisip koleksiyonunu gelistirebilecek koleksiyonu icin uygun baski nakis aksesuar yaptirip bunu modellerine yansitabilecek tanimi aylik periyotlarda ekip liderinin musteriden aldigi inspiration yonlendirmelerle kendi tasarim ongorulerini birlestirerek belirlenen buyuklukte sunum satis koleksiyonlari hazirlamak tasarimi tamamlayici baski nakis aksesuar artworklerini hizli sekilde hazirlamak meslegi ilgili fuarlari takip edip tespitlerini merchandising ekibine sunmak musteri yapilan koleksiyon toplantilarina katilarak musteri beklentilerine uygun tasarimlari sunarak merchandising ekibine destek olmak yikama departmani yakin calisip onlari yonlendirmek belirli periyotlarla sorumlu oldugu markalarin magazalarini ziyaret edip takip eden sezonda hangi urunlerin istenecegini analiz edip merchandising ekibine sunumunu yapmak,tasarimci,yapi_mimar_insaat
meslek lisesinin torna tesviye makine bolumlerinden veya meslek yuksek okullarinin ilgili bolumlerinden mezun tercihen takim matkap freze bileme konusunda tecrube sahibi olmasi resim okuma olcme bilgisine sahip freze bilgisine tecrubesine sahip vardiyali calisabilecek erkek adaylar icin askerlik hizmetini tamamlamis eskisehir ikamet eden edebilecek tanimi,takim bileme teknisyeni,yapi_mimar_insaat
meslek lisesinin torna tesviye makine bolumlerinden veya meslek yuksek okullarinin ilgili bolumlerinden mezun resim okuma olcme bilgisine sahip tezgah kullanimi konusunda tecrubeli manuel torna kullanimi konusunda tecrubeli vardiyali calisabilecek erkek adaylar icin askerlik hizmetini tamamlamis eskisehir ikamet eden edebilecek tanimi takim atolyesinde operasyon planlamasi teknik resim kroki disket vebenzerine gore parcalari tertibatlarini tezgahlarda manuel torna tezgahlarinda islemek,takim kalip teknisyeni,yapi_mimar_insaat
klimlendirme sogutma teknisyeni tercihen endustri meslek liselerinin ilgili bolumlerinden mezun klimlendirme havalandirma isitma sogutma klima tamir bakim onarimi alanlarinda yetistirilmek uzere takim calismasina yatkin sorumluluk bilinci yuksek problem cozme arastirma yetenegine sahip vardiyali yogun calisma temposuna uyum saglayabilecek adaylar icin askerlik gorevini tamamlamis kocaeli cayirova gebze darica civarinda ikamet eden tanimi klimlendirme sogutma teknisyeni,klimlendirme sogutma teknisyeni,yapi_mimar_insaat
bursa demirtas organize sanayi bolgesinde faaliyette bulunan iatf kalite yonetim sistem belgelerine sahip isletmemizde gorevlendirilmek uzere asagida belirtilen niteliklerde proje proses muhendisi aramaktayiz universitelerin makine veya metalurji malzeme muhendisligi bolumlerinden mezun seviyede ngilizce bilen okuma yazma konusma otomotive sektorunde muhendislik kalite veya uretim bolumlerinden birinde tecrubeli tercihen yuksek basincli aluminyum dokum prosesinde tecrubeli teknik resim okuma geometrik olculendirme toleranslandirma konusunda bilgi sahibi iatf otomotiv teknikleri paketi core tools apqp ppap fmea konularinda bilgi sahibi problem cozme teknikleri konusunda tecrubeli office programlarini etkin olarak kullanabilen yurtici yurtdisi seyahat engeli olmayan ekip ruhuna onem veren surekli ogrenmeye hevesli acik goruslu teknolojiyi takip eden tanimi zaman planlarinin hazirlanmasi ilgili ppap apqp calismalarina liderlik edilmesi projelerin basarili sekilde devreye alinmasi deneme uretimlerine liderlik edilmesi ilgili bolumlere raporlanmasi proje omru boyunca musterilerle teknik temaslari saglayarak degisiklik yonetimlerinin yurutulmesi teknik musteri temsilciliginin yapilmasi dokum kaliplarinin gerekli aparat fikstur gibi ekipmanlarin imalatinin takibinin kontrollerinin gerceklestirilmesi projelerin zamaninda istenen kalitede yerine getirilebilmesi icin disiplinler arasi yaklasimin saglanmasi plana uygun olarak proje toplantilarina liderlik edilmesi deneme uretimleri sonrasinda olusturulan olcum raporlarinin kalipcilar paylasilmasi gerekli duzeltme islemlerinin yaptirilmasi liskili oldugu bolumlere muhendislik geri beslemesinin yapilmasi musteri ozel isteklerinin teknik resimlerin sartnamelerin incelenmesi ilgili bolumlere geri beslemenin saglanmasi yeni projelerin devreye alma surecinde zaman etutlerinin yapilmasi surekli iyilestirme verimlilik calismalarina liderlik ederek maliyet azaltma kalite yukseltme calismalarinin gerceklestirilmesi yeni projelerin devreye alinmasinda makine ekipmanlarin proses parametrelerinin tespit edilmesi raporlanmasi yeni projelerin deneme uretimlerinde deneme uretim formlarinin doldurulmasi ilgili bolumlere raporlanmasi duzeltici onleyici faaliyet calismalarina katilmasi,proje proses muhendisi,yapi_mimar_insaat
